client_id,PD,rate_offered
0,0.17581824186678602,0.1269154407207378
1,0.22387675191640125,0.137009316521745
2,0.06309955436404613,0.10324490237968624
3,0.13845409016887134,0.1190705519579358
4,0.06789859734125424,0.10425224476727778
5,0.13342851425291066,0.11801547653924016
6,0.1291977973768804,0.11712727477808797
7,0.09564219002987302,0.11007923547100834
8,0.09082894208030734,0.10906877024972442
9,0.44559878418748755,0.18356955867123537
10,0.0956529345286099,0.11008149118389081
11,0.22459777900943856,0.13716070600797375
12,0.38095637213990674,0.16999561684962672
13,0.06556379457482493,0.10376215834703521
14,0.2921249978549345,0.15133968775160625
15,0.07539332969210413,0.10582876032659094
16,0.10915876974585156,0.11291692234115443
17,0.06672349384631006,0.10400558484656316
18,0.037475563925649866,0.09786409872922928
19,0.23421348103704454,0.1391796539833627
20,0.24538754376505562,0.1415258722232212
21,0.05678386140167237,0.10191920780720007
22,0.12459718929177933,0.11616141761409074
23,0.25370522707417353,0.1432723988838783
24,0.15852854006813055,0.12328523173303163
25,0.32460298692025263,0.15816267160436134
26,0.052169406374411864,0.10095087822684176
27,0.031296582962550244,0.09656782087497534
28,0.24931142836454084,0.14234979984965898
29,0.03083439105885882,0.09647087571069739
30,0.1234088774243253,0.11591194199934314
31,0.3490588696134595,0.16329785771084604
32,0.09488941762701276,0.10992119753473371
33,0.2040217207933245,0.13284048155034764
34,0.11581153229761731,0.11431694627654855
35,0.6591956349356896,0.22842542754784037
36,0.048677200538974466,0.10021805264656498
37,0.27947410558076236,0.14868328454210658
38,0.08810152397287532,0.10849627195743983
39,0.32380154680460205,0.15799438717976308
40,0.045637055827132636,0.0995800903048344
41,0.08772936013294506,0.10841815296195849
42,0.047644970028210616,0.10000144315712602
43,0.22935365643642272,0.13815926743124182
44,0.0276335623285574,0.09579949902796817
45,0.4125500776890584,0.17662978910397356
46,0.04976267842986113,0.10044583588808947
47,0.1714400083060833,0.12599617079882533
48,0.26130929067859104,0.14486908143608476
49,0.18314170792236037,0.1284531024228138
50,0.2116317268833894,0.1344383062691383
51,0.15079784666913723,0.12166206708941651
52,0.07995317510867173,0.10678589400072523
53,0.43135377659886043,0.1805783048333986
54,0.0938860676018956,0.10971055303351644
55,0.2963457045265214,0.15222594134588036
56,0.129600684275656,0.1172118573354945
57,0.10685135208010291,0.11243250032377843
58,0.21289498006032279,0.13470354352759858
59,0.130097222242141,0.11731610111006842
60,0.11291454198230179,0.1137054136449149
61,0.08477275006395557,0.10779754616506305
62,0.0537989441327708,0.101292830279391
63,0.042278559774033435,0.09887198839361708
64,0.039648093850706195,0.0983199955332572
65,0.025641710651758243,0.09537837161312768
66,0.3256751453254728,0.15838780078965822
67,0.24106208638068685,0.1406176233322043
68,0.08040222542082734,0.10688015183972631
69,0.06070442311286933,0.10274215271801118
70,0.09696455075324333,0.11035685345877999
71,0.19755293451673955,0.131482271518585
72,0.27240498087536896,0.14719892714273974
73,0.3808753359260059,0.16997860106471446
74,0.11800400984532584,0.11477723763525291
75,0.11156949362676198,0.11342303258858044
76,0.3880646303658373,0.17148819143141614
77,0.06470103114697376,0.10358106012068762
78,0.24016923637456344,0.14043014616230867
79,0.11770303174297521,0.11471404993245704
80,0.1802328680703008,0.127842351774959
81,0.07044831054077705,0.10479077681693572
82,0.3853673610928567,0.17092182546254817
83,0.34684349945123694,0.1628326797321781
84,0.05908556525879622,0.10240234660590963
85,0.1398167056280531,0.11935662107720857
86,0.03639972163569923,0.09763833748379379
87,0.1083382683597231,0.11274466530133534
88,0.05548300414359965,0.1016462236109447
89,0.18182287909298367,0.1281761963011581
90,0.08746856684456095,0.1083634111855391
91,0.18208572755748706,0.12823138492554018
92,0.2080453650207135,0.13368530061225808
93,0.7326220546418823,0.24384434569970057
94,0.2715643163508018,0.14702240647583534
95,0.126357721804411,0.11653102591549813
96,0.02834527712248627,0.09594878184115771
97,0.12620885742740062,0.11649977315013758
98,0.041507193976628595,0.09871012033476204
99,0.059920341330267364,0.10257757015046501
100,0.08475942946598643,0.10779475010692705
101,0.11050375675806524,0.11319929051899782
102,0.11091362287375049,0.11328533830027368
103,0.18707901576826363,0.12928312922081886
104,0.21028781068076452,0.13415613270670965
105,0.2748927630711765,0.1477213055225613
106,0.13296076812727547,0.11791727735817108
107,0.3941420281996058,0.1727643542602339
108,0.06840607452241668,0.10435876668794994
109,0.10795266652354843,0.11266371159184599
110,0.035245648471278784,0.09739615979905603
111,0.03818577060211019,0.09801313278867459
112,0.07208728889973252,0.1051348063256629
113,0.09032615953122536,0.10896323375352109
114,0.23097691198719786,0.13850009210513123
115,0.052624626604766495,0.10104640439144467
116,0.38947129575977985,0.17178356528913552
117,0.17878924166650334,0.12753924269841246
118,0.12569219305789797,0.11639130401444175
119,0.09607657635379258,0.1101704310540522
120,0.08272753771544988,0.10736824617116465
121,0.45384354534647803,0.18530084405704086
122,0.3784780122408486,0.16947521693275724
123,0.3061874215394495,0.15429581647290336
124,0.509380316528122,0.19696613127284068
125,0.148643602591316,0.12120975412855173
126,0.04700202176391024,0.09986652300720456
127,0.062212394323596446,0.1030586831860748
128,0.10685488664859191,0.11243324237530357
129,0.2531550092704185,0.14315686550424447
130,0.17998628396661892,0.12779057807522512
131,0.13494964411414748,0.11833482436167338
132,0.19583307059362945,0.13112116259741224
133,0.2857980383358698,0.1500111683706349
134,0.04269490120790052,0.098959355995276
135,0.24432876082094107,0.14130355158765218
136,0.19026791442918628,0.12995268204979657
137,0.31680575818862683,0.156525428690089
138,0.1462526094936652,0.12070778243249328
139,0.05163402976158956,0.10083853156245651
140,0.045149579797625426,0.09947779538837515
141,0.1489444145013098,0.12127291369671463
142,0.03363913428015043,0.09705917310442914
143,0.22192407026619448,0.13659932433886063
144,0.08819252058960934,0.10851537258874454
145,0.1350556625713527,0.11835708200338367
146,0.14815083960052955,0.12110629913152868
147,0.5110000537256111,0.19730625360341836
